director_name,actor_1_name,actor_2_name,actor_3_name,movie_title,genres
Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,happily n'ever after,Adventure|Animation|Comedy|Family|Fantasy
Stephen Frears,Julia Roberts,Bronagh Gallagher,George Cole,mary reilly,Drama|Horror|Romance|Thriller
P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett,my best friend's wedding,Comedy|Romance
Joe Roth,Julia Roberts,Rainn Wilson,Larry King,america's sweethearts,Comedy|Romance
Christopher Nolan,Al Pacino,Maura Tierney,Crystal Lowe,insomnia,Drama|Mystery|Thriller
Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,star trek: first contact,Action|Adventure|Drama|Sci-Fi|Thriller
Jimmy Hayward,Michael Fassbender,Billy Blair,Julia Jones,jonah hex,Action|Drama|Fantasy|Thriller|Western
Edward Zwick,Denzel Washington,Matt Damon,Scott Glenn,courage under fire,Action|Drama|Mystery|Thriller|War
Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,liar liar,Comedy|Fantasy|Romance
Brad Furman,Joseph Gilgun,Amy Ryan,Olympia Dukakis,the infiltrator,Biography|Crime|Drama|Thriller
Terence Young,Laurence Olivier,Ben Gazzara,Jacqueline Bisset,inchon,Drama|History|War
Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,the flintstones,Comedy|Family|Fantasy
Olivier Megaton,Liam Neeson,Luke Grimes,D.B. Sweeney,taken 2,Action|Crime|Thriller
David Zucker,Regina Hall,Pamela Anderson,Jenny McCarthy,scary movie 3,Comedy
Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns,miss congeniality,Action|Comedy|Crime|Romance
Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem,journey to the center of the earth,Action|Adventure|Family|Fantasy|Sci-Fi
Garry Marshall,Anne Hathaway,Raven-Symoné,Hector Elizondo,the princess diaries 2: royal engagement,Comedy|Family|Romance
Alan J. Pakula,Denzel Washington,Julia Roberts,Tony Goldwyn,the pelican brief,Crime|Drama|Mystery|Thriller
Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Brad Renfro,the client,Crime|Drama|Mystery|Thriller
Rob Reiner,Morgan Freeman,Noel Gugliemi,Sean Hayes,the bucket list,Adventure|Comedy|Drama
Phillip Noyce,Harrison Ford,Polly Walker,Patrick Bergin,patriot games,Action|Thriller
Robert Luketic,Adam Scott,Jane Fonda,Elaine Stritch,monster-in-law,Comedy|Romance
Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,prisoners,Crime|Drama|Mystery|Thriller
Antoine Fuqua,Denzel Washington,Snoop Dogg,Tom Berenger,training day,Crime|Drama|Thriller
Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,galaxy quest,Adventure|Comedy|Sci-Fi
Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,Andy Richter,scary movie 2,Comedy
James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire,the muppets,Adventure|Comedy|Family|Musical
Stephen Norrington,Sanaa Lathan,Traci Lords,Udo Kier,blade,Action|Horror
Thomas Carter,Channing Tatum,Rick Gonzalez,Robert Ri'chard,coach carter,Drama|Sport
Roger Michell,Sydney Pollack,Matt Malloy,Bruce Altman,changing lanes,Drama|Thriller
Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,anaconda,Action|Adventure|Horror|Thriller
David McNally,Adam Garcia,Tyra Banks,Izabella Miko,coyote ugly,Comedy|Drama|Music|Romance
Richard Curtis,Colin Firth,Liam Neeson,Kris Marshall,love actually,Comedy|Drama|Romance
John Lasseter,Kevin Spacey,Madeline Kahn,John Ratzenberger,a bug's life,Adventure|Animation|Comedy|Family|Fantasy
Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,from hell,Horror|Mystery|Thriller
Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,the specialist,Action|Crime|Drama|Romance|Thriller
Ron Shelton,Don Johnson,Cheech Marin,Rene Russo,tin cup,Comedy|Drama|Romance|Sport
Melville Shavelson,Lucille Ball,Tom Bosley,Tim Matheson,"yours, mine and ours",Comedy|Family
Jesse Dylan,Josh Hutcherson,Will Ferrell,Robert Duvall,kicking & screaming,Comedy|Family|Romance|Sport
Garth Jennings,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,the hitchhiker's guide to the galaxy,Adventure|Comedy|Sci-Fi
Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,fat albert,Comedy|Family|Fantasy|Romance
Russell Mulcahy,Milla Jovovich,Mike Epps,James Tumminia,resident evil: extinction,Action|Horror|Sci-Fi|Thriller
Frank Coraci,Bella Thorne,Adam Sandler,Joel McHale,blended,Comedy|Romance
Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,last holiday,Adventure|Comedy|Drama
Curtis Hanson,Meryl Streep,Glenn Morshower,William Lucking,the river wild,Action|Adventure|Crime|Thriller
Frank Oz,Steve Coogan,Vincent Kartheiser,David Keith,the indian in the cupboard,Drama|Family|Fantasy
Oliver Stone,Demián Bichir,Shea Whigham,Gary Stretch,savages,Crime|Drama|Thriller
David R. Ellis,Richard Burgi,Valerie Cruz,Will Beinbrink,cellular,Action|Crime|Thriller
Peter Howitt,Kevin McNally,Natalie Imbruglia,Ben Miller,johnny english,Action|Adventure|Comedy
John A. Davis,Nicolas Cage,Meryl Streep,Julia Roberts,the ant bully,Adventure|Animation|Comedy|Family|Fantasy
David Lynch,Virginia Madsen,Jürgen Prochnow,José Ferrer,dune,Action|Adventure|Sci-Fi
Julie Taymor,Jim Sturgess,T.V. Carpio,Robert Clohessy,across the universe,Drama|Fantasy|Musical|Romance
Sam Mendes,Leonardo DiCaprio,Kate Winslet,Joe Komara,revolutionary road,Drama|Romance
Richard Donner,Bruce Willis,David Zayas,Sasha Roiz,16 blocks,Action|Crime|Drama|Thriller
Mathieu Kassovitz,Vin Diesel,Charlotte Rampling,David Belle,babylon a.d.,Action|Adventure|Sci-Fi|Thriller
John Gray,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,the glimmer man,Action|Comedy|Crime|Drama|Thriller
Harold Ramis,John de Lancie,Brian Doyle-Murray,Obba Babatundé,multiplicity,Comedy|Romance|Sci-Fi
John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,aliens in the attic,Adventure|Comedy|Family|Fantasy|Sci-Fi
Sean Penn,Costas Mandylor,Adrien Dorval,Nels Lennarson,the pledge,Crime|Drama|Mystery|Thriller
Susan Stroman,Jon Lovitz,Will Ferrell,Matthew Broderick,the producers,Comedy|Musical
Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,dredd,Action|Sci-Fi
Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,the phantom,Action|Adventure|Comedy|Fantasy
Billy Bob Thornton,Matt Damon,Henry Thomas,Sam Shepard,all the pretty horses,Drama|Romance|Western
Oliver Stone,Anthony Hopkins,Bob Hoskins,Joan Allen,nixon,Biography|Drama|History
Roman Polanski,Jim Belushi,Olivia Williams,Timothy Hutton,the ghost writer,Mystery|Thriller
Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,deep rising,Action|Adventure|Horror|Sci-Fi
Spike Lee,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,miracle at st. anna,Action|Crime|Drama|Thriller|War
Yimou Zhang,Li Gong,Ye Liu,Man Li,curse of the golden flower,Drama|Romance
Danny Pang,Nicolas Cage,Charlie Yeung,James With,bangkok dangerous,Action|Crime|Thriller
Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,big trouble,Comedy|Crime|Thriller
Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,love in the time of cholera,Drama|Romance
unknown,Pierre Perrier,Clotilde Hesme,Céline Sallette,the returned            ,Drama|Fantasy|Horror|Mystery
George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,shadow conspiracy,Action|Thriller
Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,johnny english reborn,Action|Adventure|Comedy|Crime
Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,foodfight!,Action|Animation|Comedy|Family|Fantasy
Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,argo,Biography|Drama|History|Thriller
Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,the fugitive,Action|Adventure|Crime|Drama|Mystery|Thriller
Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,the bounty hunter,Action|Comedy|Romance
Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,sleepers,Crime|Drama|Thriller
George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,rambo: first blood part ii,Action|Adventure|Thriller|War
Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,the juror,Drama|Thriller
Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,pinocchio,Animation|Family|Fantasy|Musical
Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,heaven's gate,Adventure|Drama|Western
Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,underworld: evolution,Action|Adventure|Fantasy|Sci-Fi|Thriller
Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,victor frankenstein,Drama|Horror|Sci-Fi|Thriller
Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,finding forrester,Drama
Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,28 days,Comedy|Drama
Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,unleashed,Action|Crime|Drama|Thriller
Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,the sweetest thing,Comedy|Romance
Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,the firm,Drama|Mystery|Thriller
Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,charlie st. cloud,Drama|Fantasy|Romance
Simon West,Jason Statham,Tony Goldwyn,Mini Anden,the mechanic,Action|Crime|Thriller
Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,21 jump street,Action|Comedy|Crime
Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,notting hill,Comedy|Drama|Romance
Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,chicken run,Adventure|Animation|Comedy|Drama|Family
John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,along came polly,Comedy|Romance
Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,boomerang,Comedy|Drama|Romance
Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,the heat,Action|Comedy|Crime
Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,cleopatra,Biography|Drama|History|Romance
Frank Coraci,Salma Hayek,Reggie Lee,Charice,here comes the boom,Action|Comedy|Sport
Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,high crimes,Crime|Drama|Mystery|Thriller
Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,the mirror has two faces,Comedy|Drama|Romance
Mark Pellington,Debra Messing,Will Patton,David Eigenberg,the mothman prophecies,Drama|Horror|Mystery|Thriller
Larry Charles,Bono,Elton John,Slash,brüno,Comedy
John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,licence to kill,Action|Adventure|Thriller
Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,red riding hood,Fantasy|Horror|Mystery|Thriller
John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,15 minutes,Action|Crime|Drama|Thriller
Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,super mario bros.,Adventure|Comedy|Family|Fantasy|Sci-Fi
Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,lord of war,Crime|Drama|Thriller
Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,hero,Action|Adventure|History
Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,one for the money,Action|Comedy|Crime|Romance|Thriller
Evan Goldberg,James Franco,Randall Park,Anders Holm,the interview,Comedy
Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,the warrior's way,Action|Fantasy|Western
unknown,Tim Conway,Gavin MacLeod,Bob Hastings,mchale's navy            ,Comedy|War
Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,micmacs,Action|Comedy|Crime
Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,8 mile,Drama|Music
Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,animal kingdom: let's go ape,Adventure|Animation|Comedy|Family
Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,a knight's tale,Action|Adventure|Romance
Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,the medallion,Action|Comedy|Fantasy
M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,the sixth sense,Drama|Mystery|Thriller
Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,man on a ledge,Action|Crime|Thriller
David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,the big year,Comedy
John G. Avildsen,Martin Kove,William Zabka,William Bassett,the karate kid,Action|Drama|Family|Sport
David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,american hustle,Crime|Drama
Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,the proposal,Comedy|Drama|Romance
Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,double jeopardy,Crime|Mystery|Thriller
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,back to the future part ii,Adventure|Comedy|Sci-Fi
Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,lucy,Action|Sci-Fi|Thriller
Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,fifty shades of grey,Drama|Romance
Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,spy kids 3-d: game over,Action|Adventure|Comedy|Family|Sci-Fi
Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,a time to kill,Crime|Drama|Thriller
Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,cheaper by the dozen,Comedy|Family
Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,lone survivor,Action|Biography|Drama|Thriller|War
Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,a league of their own,Comedy|Drama|Sport
James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,the conjuring 2,Horror|Mystery|Thriller
David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,the social network,Biography|Drama
Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,he's just not that into you,Comedy|Drama|Romance
David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,scary movie 4,Comedy
Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,scream 3,Horror|Mystery
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,back to the future part iii,Adventure|Comedy|Sci-Fi|Western
Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,get hard,Comedy|Crime
Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,bram stoker's dracula,Fantasy|Horror|Romance
Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,julie & julia,Biography|Drama|Romance
Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,42,Biography|Drama|Sport
Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,the talented mr. ripley,Crime|Drama|Thriller
Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,dumb and dumber to,Comedy
Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,eight below,Adventure|Drama|Family
Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,the intern,Comedy|Drama
Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,ride along 2,Action|Comedy
Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,the last of the mohicans,Action|Adventure|Drama|Romance|War
Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,ray,Biography|Drama|Music
Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,sin city,Crime|Thriller
Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,vantage point,Crime|Drama|Mystery|Thriller
John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,"i love you, man",Comedy|Romance
Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,shallow hal,Comedy|Drama|Fantasy|Romance
Oliver Stone,Sally Kirkland,Jay O. Sanders,Cheryl Penland,jfk,Drama|History|Thriller
John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,big momma's house 2,Comedy|Crime
Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,the mexican,Adventure|Comedy|Crime|Romance
Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,unbroken,Biography|Drama|Sport|War
Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,17 again,Comedy|Drama|Family|Fantasy|Romance
Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,the other woman,Comedy|Romance
David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,the final destination,Horror
Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,bridge of spies,Drama|History|Thriller
John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,behind enemy lines,Action|Drama|Thriller|War
Nicholas Stoller,Pink,Mario Lopez,Lino Facioli,get him to the greek,Comedy|Music
Peter Chelsom,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,shall we dance,Comedy|Drama|Romance
Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,small soldiers,Action|Adventure|Comedy|Family|Sci-Fi
Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,spawn,Action|Horror
Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,the count of monte cristo,Action|Adventure|Drama|Romance|Thriller
Brad Furman,Matthew McConaughey,Margarita Levieva,Frances Fisher,the lincoln lawyer,Crime|Drama|Thriller
Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,unknown,Action|Mystery|Thriller
Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,the prestige,Drama|Mystery|Sci-Fi|Thriller
Sean Anders,Kevin Spacey,Christoph Waltz,Lindsay Sloane,horrible bosses 2,Comedy|Crime
Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,escape from planet earth,Adventure|Animation|Comedy|Family|Sci-Fi
Mel Gibson,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,apocalypto,Action|Adventure|Drama|Thriller
John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,the living daylights,Action|Adventure|Thriller
Nimród Antal,Topher Grace,Alice Braga,Derek Mears,predators,Action|Adventure|Sci-Fi|Thriller
Ivan Reitman,Brian Dennehy,Debra Winger,Roscoe Lee Browne,legal eagles,Comedy|Crime|Romance
David Koepp,Johnny Depp,Charles S. Dutton,Timothy Hutton,secret window,Mystery|Thriller
Alejandro Agresti,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,the lake house,Drama|Fantasy|Romance
Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,the skeleton key,Horror|Mystery|Thriller
Peter Hedges,Jennifer Garner,Odeya Rush,Common,the odd life of timothy green,Comedy|Drama|Family|Fantasy
Paul Weiland,Busy Philipps,Beau Garrett,Kevin Sussman,made of honor,Comedy|Romance
Clint Eastwood,Johnny Cannizzaro,Steve Schirripa,Scott Vance,jersey boys,Biography|Drama|Music|Musical
Francis Ford Coppola,Matt Damon,Dean Stockwell,Virginia Madsen,the rainmaker,Crime|Drama|Thriller
Mathieu Kassovitz,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,gothika,Horror|Mystery|Thriller
Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,amistad,Drama|History
John McTiernan,Lorraine Bracco,José Wilker,Sean Connery,medicine man,Adventure|Drama|Romance
Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,aliens vs. predator: requiem,Action|Horror|Sci-Fi|Thriller
Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,ri¢hie ri¢h,Comedy|Family
Joan Chen,J.K. Simmons,Sam Trammell,Elaine Stritch,autumn in new york,Drama|Romance
Marc Lawrence,Brad Garrett,Scott Porter,Haley Bennett,music and lyrics,Comedy|Music|Romance
Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,paul,Adventure|Comedy|Sci-Fi
Anne Fletcher,Miriam Margolyes,Tom Virtue,Julene Renee,the guilt trip,Comedy|Drama
Wes Craven,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,scream 4,Horror|Mystery
Joel Schumacher,Nicolas Cage,Chris Bauer,Anthony Heald,8mm,Mystery|Thriller
Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan,the doors,Biography|Drama|Music|Musical
Jake Kasdan,James Wilcox,Randall Park,Nat Faxon,sex tape,Comedy
Diane Keaton,Adam Arkin,Celia Weston,Jesse James,hanging up,Comedy|Drama
Steven Quale,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,final destination 5,Horror
Kelly Makin,Jeanne Tripplehorn,Burt Young,Vincent Pastore,mickey blue eyes,Comedy|Crime|Romance
Mimi Leder,Kevin Spacey,Haley Joel Osment,Angie Dickinson,pay it forward,Drama
Bobby Farrelly,Jimmy Fallon,KaDee Strickland,Ione Skye,fever pitch,Comedy|Drama|Romance|Sport
unknown,Bruce Dinsmore,Melissa Altro,Daniel Brochu,arthur            ,Animation|Comedy|Family
Steven Brill,Lisa Ann Walter,Shaun Weiss,Matt Walsh,drillbit taylor,Comedy|Drama
Seth MacFarlane,Liam Neeson,Charlize Theron,Seth MacFarlane,a million ways to die in the west,Comedy|Western
Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,the shadow,Action|Adventure|Crime|Fantasy|Mystery|Thriller
Stephen Daldry,Tom Hanks,Thomas Horn,Stephen Henderson,extremely loud & incredibly close,Adventure|Drama|Mystery
Roger Michell,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,morning glory,Comedy|Drama|Romance
Jim Sheridan,50 Cent,Bill Duke,Marc John Jefferies,get rich or die tryin',Biography|Crime|Drama|Music
Christian Duguay,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,the art of war,Action|Adventure|Crime|Thriller
